newspaper	date	wk
wheeling-register	1890-11-27	0
sierra-county-advocate	1891-03-20	0
the-evening-bulletin	1890-11-07	0
the-bennington-banner	1891-01-15	0
evening-star	1891-01-19	0.0177
the-dalles-daily-chronicle	1891-01-24	0.0123
marble-hill-press	1890-11-27	0
indian-chieftain	1890-11-06	0
daily-independent	1891-02-18	0
la-correspondencia-de-puerto-rico	1891-03-03	0
morning-journal-and-courier	1890-12-30	0.0149
sturgis-advertiser	1891-02-26	0
gazeta-de-puerto-rico	1891-01-24	0
hermanner-volksblatt	1891-01-02	0
the-portland-daily-press	1890-11-17	0
kansas-agitator	1891-03-31	0
the-jersey-city-news	1890-12-05	0
the-stark-county-democrat	1891-01-01	0
the-daily-bulletin	1890-12-30	0
omaha-daily-bee	1890-12-21	0
the-red-cloud-chief	1891-01-30	0.0133
the-indianapolis-journal	1890-11-05	0
the-weekly-thibodaux-sentinel-and-journal-of-the-8th-senatorial-district	1891-01-24	0
the-daily-bulletin	1890-12-24	0
wheeling-sunday-register	1891-01-18	0.0119
the-stark-county-democrat	1891-01-15	0.0148
the-salt-lake-herald	1891-01-09	0
the-caucasian	1890-11-13	0
the-indianapolis-journal	1890-11-11	0
hopkinsville-kentuckian	1890-12-26	0
the-jersey-city-news	1890-12-11	0
the-times	1891-03-26	0
new-york-tribune	1891-03-26	0
the-portland-daily-press	1890-11-03	0
the-camden-chronicle	1891-02-27	0
spokane-falls-review	1890-12-18	0
saint-mary's-beacon	1891-02-19	0
morning-appeal	1891-02-11	0
workmen's-advocate	1891-01-31	0
the-morning-news	1891-03-22	0
the-salt-lake-herald	1891-01-21	0.0147
deseret-evening-news	1890-12-13	0
the-daily-bulletin	1890-12-18	0
the-stark-county-democrat	1891-01-29	0.01
omaha-daily-bee	1890-12-09	0
the-louisiana-democrat	1891-01-14	0
the-morning-call	1891-03-26	0
the-climax	1891-03-18	0
the-critic-and-record	1891-03-28	0
the-kimball-graphic	1890-12-12	0
feliciana-sentinel	1891-03-07	0
morning-appeal	1891-02-05	0
the-iowa-plain-dealer	1891-03-19	0
the-daily-state-chronicle	1891-01-11	0
the-dickinson-press	1890-12-20	0
the-l'anse-sentinel	1891-03-21	0
workmen's-advocate	1891-01-24	0
the-morning-call	1891-03-27	0
the-superior-times	1891-01-10	0.0194
deseret-evening-news	1890-12-06	0
the-sioux-county-journal	1890-11-20	0
omaha-daily-bee	1890-12-08	0
the-colfax-chronicle	1891-02-14	0
wheeling-sunday-register	1891-01-25	0.011
the-daily-bulletin	1890-12-19	0
the-daily-state-chronicle	1891-01-10	0
morning-appeal	1891-02-04	0
burlington-weekly-free-press	1890-12-19	0
the-washburn-leader	1891-02-28	0
morning-appeal	1891-02-10	0
jamestown-weekly-alert	1891-01-22	0.017
the-republican-journal	1891-03-12	0
the-daily-state-chronicle	1891-01-04	0
deseret-evening-news	1890-12-12	0
the-salt-lake-herald	1891-01-20	0.0225
the-critic	1890-12-20	0
the-morning-news	1891-03-23	0
the-brookhaven-leader	1891-02-26	0
the-indianapolis-journal	1890-11-10	0
essex-county-herald	1891-01-23	0
the-salt-lake-herald	1891-01-08	0.0191
the-colfax-chronicle	1891-02-28	0
the-climax	1891-03-25	0
the-weekly-thibodaux-sentinel-and-journal-of-the-8th-senatorial-district	1891-01-31	0
kansas-agitator	1891-03-24	0
new-york-tribune	1891-03-27	0
the-times	1891-03-27	0
the-jersey-city-news	1890-12-10	0
the-black-hills-union	1890-11-20	0
the-jersey-city-news	1890-12-04	0
spokane-falls-review	1890-12-25	0
the-washburn-leader	1891-02-14	0
the-herald-advance	1891-01-09	0.0331
the-indianapolis-journal	1890-11-04	0
the-caucasian	1890-11-06	0
omaha-daily-bee	1890-12-20	0
the-daily-bulletin	1890-12-31	0
evening-capital	1890-12-24	0
the-pickens-sentinel	1891-01-08	0.0361
peninsula-enterprise	1891-01-03	0
lake-charles-commercial	1890-11-22	0
the-evening-bulletin	1890-11-06	0
sacramento-daily-record-union	1890-11-01	0
the-anderson-intelligencer	1890-12-11	0
wheeling-register	1890-11-26	0
the-southern-herald	1890-12-26	0
la-correspondencia-de-puerto-rico	1891-03-02	0
morning-journal-and-courier	1890-12-31	0.0163
daily-independent	1891-02-19	0
the-irish-standard	1890-12-27	0
the-columbian	1890-12-12	0
santa-fe-daily-new-mexican	1891-03-28	0
indian-chieftain	1890-11-13	0
the-dalles-daily-chronicle	1891-01-31	0
gazeta-de-puerto-rico	1891-01-31	0
the-austin-weekly-statesman	1891-01-15	0.0369
morning-journal-and-courier	1890-12-25	0
la-correspondencia-de-puerto-rico	1891-03-16	0
wood-river-times	1891-02-26	0
sacramento-daily-record-union	1890-11-15	0
the-evening-bulletin	1890-11-12	0
oakes-weekly-republican	1891-02-20	0
el-fronterizo	1890-12-20	0
evening-capital	1890-12-30	0
peninsula-enterprise	1891-01-17	0
boletín-mercantil-de-puerto-rico	1890-12-19	0
news-and-citizen	1891-01-22	0
the-sun	1891-01-07	0.0176
the-delta-independent	1891-03-10	0
pittsburg-dispatch	1890-11-22	0
watertown-republican	1890-11-26	0
evening-capital	1890-12-18	0
arizona-republican	1891-02-13	0
idaho-semi-weekly-world	1891-03-13	0
the-farmers'-alliance	1890-11-22	0
santa-fe-daily-new-mexican	1891-03-14	0
the-dalles-daily-chronicle	1891-01-19	0.0144
evening-star	1891-01-24	0.0109
the-helena-independent	1891-03-03	0
daily-independent	1891-02-25	0
morris-tribune	1891-02-18	0
the-helena-independent	1891-03-17	0
the-austin-weekly-statesman	1891-01-29	0.0222
the-somerset-herald	1890-11-12	0
morning-journal-and-courier	1890-12-19	0
fisherman-&-farmer	1891-03-27	0
shepherdstown-register	1890-12-05	0
pullman-herald	1890-11-08	0
telegram-herald	1890-12-27	0
asheville-daily-citizen	1891-03-26	0
evening-star	1891-01-30	0
arizona-republican	1891-02-07	0
the-carbon-advocate	1890-11-22	0
the-sun	1891-01-13	0.0169
sacramento-daily-record-union	1890-11-29	0
the-columbus-journal	1890-12-24	0
evening-journal	1891-02-04	0
the-weekly-tribune	1891-03-07	0
evening-capital-journal	1890-11-04	0
the-wheeling-daily-intelligencer	1890-11-12	0
the-pacific-commercial-advertiser	1891-01-23	0
dodge-city-times	1890-12-26	0
the-dickinson-press	1891-03-07	0
mexico-weekly-ledger	1891-03-19	0
the-seattle-post-intelligencer	1890-11-14	0
deseret-evening-news	1891-03-20	0
barton-county-democrat	1890-11-13	0
the-princeton-union	1891-01-01	0.013
the-critic	1891-03-12	0
los-angeles-herald	1891-01-01	0
rock-island-daily-argus	1890-11-12	0
tombstone-daily-prospector	1890-11-10	0
freeland-tribune	1891-02-26	0
the-morning-news	1890-12-11	0
the-morning-call	1890-12-01	0
the-dalles-weekly-chronicle	1891-03-20	0
catoctin-clarion	1891-01-29	0
the-princeton-union	1891-01-15	0.014
los-angeles-herald	1891-01-15	0.0149
the-l'anse-sentinel	1890-12-13	0
the-critic	1891-03-06	0
the-morning-news	1890-12-05	0
tombstone-daily-prospector	1890-11-04	0
rock-island-daily-argus	1890-11-06	0
the-morning-call	1890-12-15	0
the-lafayette-advertiser	1890-11-08	0
evening-journal	1891-02-10	0
evening-capital-journal	1890-11-10	0
new-york-tribune	1890-12-29	0
weekly-graphic	1891-02-20	0
the-wheeling-daily-intelligencer	1890-11-06	0
democratic-northwest	1891-02-05	0
the-daily-critic	1890-11-03	0
new-york-tribune	1890-12-01	0
the-climax	1890-12-03	0
catoctin-clarion	1891-01-15	0
the-seattle-post-intelligencer	1890-11-28	0
alexandria-gazette	1890-11-05	0
capital-city-courier	1890-11-08	0
the-daily-bulletin	1891-03-03	0
the-yakima-herald	1891-01-22	0
omaha-daily-bee	1891-03-12	0
alexandria-gazette	1890-11-11	0
the-national-tribune	1891-03-05	0
the-daily-bulletin	1891-03-17	0
omaha-daily-bee	1891-03-06	0
the-princeton-union	1891-01-29	0
the-frankfort-roundabout	1891-01-31	0
the-climax	1890-12-17	0
los-angeles-herald	1891-01-29	0
the-wichita-daily-eagle	1890-11-22	0
juniata-sentinel-and-republican	1890-11-19	0
emmons-county-record	1890-11-21	0
catoctin-clarion	1891-01-01	0
the-morning-call	1890-12-29	0
crittenden-press	1890-11-13	0
the-daily-critic	1890-11-17	0
new-york-tribune	1890-12-15	0
brenham-weekly-banner	1891-03-05	0
eureka-weekly-sentinel	1891-01-03	0
the-breckenridge-news	1890-12-31	0
telegram-herald	1891-03-29	0
the-helena-independent	1890-12-19	0
the-new-north-west	1891-02-06	0
st	1891-01-18	0
morning-journal-and-courier	1891-03-17	0
flat-top-monitor	1891-02-19	0
the-fairfield-news-and-herald	1891-01-07	0.021
richmond-dispatch	1890-11-11	0
the-wilmington-daily-republican	1891-01-08	0.0235
idaho-semi-weekly-world	1890-12-09	0
weekly-independent	1891-01-18	0.0201
the-roanoke-times	1891-02-13	0
the-pioche-weekly-record	1890-11-15	0
evening-capital	1891-03-02	0
frostburg-mining-journal	1890-11-29	0
the-pioche-weekly-record	1890-11-01	0
the-roanoke-times	1891-02-07	0
butler-citizen	1891-02-20	0
evening-capital	1891-03-16	0
connecticut-western-news	1891-02-04	0
richmond-dispatch	1890-11-05	0
the-port-gibson-reveille	1891-02-11	0
the-hope-pioneer	1891-02-13	0
morning-journal-and-courier	1891-03-03	0
chariton-courier	1890-12-11	0
eureka-weekly-sentinel	1891-01-17	0
the-columbian	1891-03-20	0
the-anaconda-standard	1890-11-22	0
the-helena-independent	1890-12-25	0
the-evening-world	1890-11-17	0
st	1891-01-24	0
der-deutsche-correspondent	1890-11-06	0
iuka-reporter	1890-12-11	0
telegram-herald	1891-03-15	0
daily-tobacco-leaf-chronicle	1890-12-10	0
the-kinsley-graphic	1890-11-07	0
the-pioche-weekly-record	1890-11-29	0
frostburg-mining-journal	1890-11-01	0
waterbury-evening-democrat	1890-12-10	0
the-wilmington-daily-republican	1891-01-20	0.0148
the-dispatch	1891-02-11	0
daily-tobacco-leaf-chronicle	1890-12-04	0
the-grenada-sentinel	1891-02-07	0
the-sedalia-weekly-bazoo	1891-02-03	0
waterbury-evening-democrat	1890-12-04	0
the-democratic-press	1890-12-24	0
frostburg-mining-journal	1890-11-15	0
santa-fe-daily-new-mexican	1890-12-26	0
der-deutsche-correspondent	1890-11-12	0
the-sully-county-watchman	1890-12-06	0
telegram-herald	1891-03-01	0
the-helena-independent	1890-12-31	0
new-ulm-weekly-review	1891-03-11	0
st	1891-01-30	0
the-evening-world	1890-11-03	0
skaffaren	1890-12-10	0
the-salt-lake-herald	1890-12-17	0
los-angeles-herald	1891-03-04	0
the-critic	1891-01-17	0
the-kimball-graphic	1891-01-30	0.0406
the-arizona-sentinel	1891-02-07	0
the-cambria-freeman	1890-11-14	0
scranton-wochenblatt	1890-12-18	0
the-press	1891-01-01	0
morning-appeal	1890-11-27	0
the-record-union	1891-02-26	0
baxter-springs-news	1890-11-01	0
the-pacific-commercial-advertiser	1891-03-26	0
baxter-springs-news	1890-11-15	0
desoto-times	1890-12-25	0
the-portland-daily-press	1891-02-09	0
the-holt-county-sentinel	1891-02-13	0
workmen's-advocate	1890-12-13	0
the-critic	1891-01-03	0.0137
los-angeles-herald	1891-03-10	0
the-superior-times	1890-12-27	0
mexico-weekly-ledger	1891-01-08	0
iowa-county-democrat	1891-02-20	0
the-caucasian	1891-02-19	0
the-hot-springs-star	1891-01-23	0.0286
deseret-evening-news	1891-01-31	0
the-salt-lake-herald	1890-12-03	0
the-western-sentinel	1891-02-26	0
the-cambria-freeman	1890-11-28	0
orleans-county-monitor	1891-03-16	0
deseret-evening-news	1891-01-19	0
herald-and-news	1891-02-26	0
the-daily-bulletin	1891-01-06	0
omaha-daily-bee	1891-01-17	0.021
the-daily-morning-astorian	1890-11-11	0
the-portland-daily-press	1891-02-21	0
the-meeker-herald	1891-02-07	0
the-watchman-and-southron	1891-03-25	0
washington-standard	1890-11-07	0
the-daily-morning-astorian	1890-11-05	0
the-jersey-city-news	1891-01-27	0
baxter-springs-news	1890-11-29	0
the-indianapolis-journal	1891-02-27	0
the-daily-bulletin	1891-01-12	0
omaha-daily-bee	1891-01-03	0.0243
the-red-cloud-chief	1890-12-12	0
the-weekly-thibodaux-sentinel-and-journal-of-the-8th-senatorial-district	1890-12-06	0
the-press	1891-01-29	0
orleans-county-monitor	1891-03-02	0
wood-river-times	1890-11-11	0
the-madison-daily-leader	1891-02-28	0
wheeling-register	1891-02-05	0
the-sun	1890-12-18	0
the-evening-bulletin	1891-02-25	0
the-great-west	1890-11-07	0
fort-worth-daily-gazette	1890-11-18	0
el-fronterizo	1891-01-17	0
dakota-farmers'-leader	1891-02-26	0
evening-capital	1891-01-07	0
marble-hill-press	1891-02-05	0
the-farmers'-union	1891-03-05	0
the-charlotte-democrat	1891-02-13	0
south-branch-intelligencer	1890-12-05	0
gazeta-de-puerto-rico	1890-12-06	0
morning-journal-and-courier	1891-01-12	0
new-ulm-weekly-review	1891-01-28	0
st	1891-03-09	0
morning-journal-and-courier	1891-01-06	0.01
the-wahpeton-times	1891-03-19	0
the-irish-standard	1891-01-10	0
el-fronterizo	1891-01-03	0
lewiston-teller	1891-02-26	0
arizona-republican	1890-11-18	0
oxford-democrat	1891-03-24	0
evening-capital	1891-01-13	0
wood-river-times	1890-11-05	0
the-londonderry-sifter	1890-12-11	0
the-wilmington-daily-republican	1891-03-19	0
wheeling-register	1891-02-11	0
fort-worth-daily-gazette	1890-11-24	0
the-ohio-democrat	1891-03-07	0
arizona-republican	1890-11-30	0
wessington-springs-herald	1890-11-07	0
the-advocate	1890-12-31	0
the-wilmington-daily-republican	1891-03-31	0
pittsburg-dispatch	1891-02-01	0
the-madison-daily-leader	1891-02-14	0
the-evening-bulletin	1891-02-19	0
the-sun	1890-12-24	0
thomas-county-cat	1890-12-04	0
st	1891-03-21	0
turner-county-herald	1891-03-05	0
the-somerset-herald	1891-02-25	0
daily-independent	1890-11-06	0
freie-presse-für-texas	1890-11-22	0
telegram-herald	1891-01-10	0.034
the-philipsburg-mail	1890-11-20	0
evening-star	1890-12-13	0
telegram-herald	1891-01-04	0.0212
the-pioneer-express	1890-11-21	0
new-ulm-weekly-review	1891-01-14	0
daily-independent	1890-11-12	0
the-gold-leaf	1891-02-12	0
the-wilmington-daily-republican	1891-03-25	0
wood-county-reporter	1891-02-05	0
pittsburg-dispatch	1891-02-15	0
the-columbus-journal	1891-01-07	0.0299
the-sun	1890-12-30	0.0138
fort-worth-daily-gazette	1890-11-30	0
the-sunday-herald-and-weekly-national-intelligencer	1890-11-30	0
watertown-republican	1891-02-11	0
arizona-republican	1890-11-24	0
the-daily-state-chronicle	1891-03-15	0
evening-capital-journal	1891-02-27	0
feliciana-sentinel	1891-01-03	0
los-angeles-herald	1890-12-22	0
the-l'anse-sentinel	1891-01-24	0.0117
daily-yellowstone-journal	1890-12-05	0
the-aegis-&-intelligencer	1890-11-21	0
workmen's-advocate	1891-03-21	0
the-morning-call	1891-01-22	0.0184
dziennik-chicagoski	1891-02-11	0
the-salt-lake-herald	1891-03-31	0
delaware-gazette-and-state-journal	1891-03-12	0
dziennik-chicagoski	1891-02-05	0
the-louisiana-democrat	1891-03-04	0
the-seattle-post-intelligencer	1891-02-23	0
the-salt-lake-herald	1891-03-25	0
rock-island-daily-argus	1891-02-25	0
tombstone-daily-prospector	1891-02-27	0
the-morning-news	1891-01-26	0
daily-yellowstone-journal	1890-12-11	0
the-manchester-journal	1891-03-12	0
the-wheeling-daily-intelligencer	1891-02-25	0
feliciana-sentinel	1891-01-17	0
the-daily-state-chronicle	1891-03-01	0
the-hickman-courier	1890-11-07	0
the-watchman-and-southron	1890-12-17	0
new-york-tribune	1891-01-22	0
the-times	1891-01-22	0
the-daily-state-chronicle	1891-03-29	0
alexandria-gazette	1891-02-26	0
the-red-cloud-chief	1891-03-20	0
the-wichita-daily-eagle	1891-02-15	0
the-frankfort-roundabout	1890-12-06	0
the-wichita-daily-eagle	1891-02-01	0
rock-island-daily-argus	1891-02-19	0
keowee-courier	1890-11-13	0
the-salt-lake-herald	1891-03-19	0
wheeling-sunday-register	1891-03-08	0
the-stark-county-democrat	1891-03-05	0
the-newtown-bee	1890-12-19	0
the-watchman-and-southron	1890-12-03	0
the-wheeling-daily-intelligencer	1891-02-19	0
hermanner-volksblatt	1891-03-06	0
the-port-gibson-reveille	1890-11-26	0
the-fairfield-news-and-herald	1890-12-24	0
la-correspondencia-de-puerto-rico	1891-01-07	0
eureka-weekly-sentinel	1890-12-20	0
der-deutsche-correspondent	1891-02-19	0
the-dalles-daily-chronicle	1891-03-20	0
oxford-democrat	1890-12-16	0
the-roanoke-times	1890-11-30	0
richmond-dispatch	1891-02-26	0
sierra-county-advocate	1891-01-30	0
the-enterprise	1890-12-10	0
oxford-democrat	1890-12-02	0
the-bennington-banner	1891-03-05	0
the-pickens-sentinel	1891-03-19	0
the-democratic-advocate	1891-02-28	0
evening-star	1891-03-09	0
la-correspondencia-de-puerto-rico	1891-01-13	0
belmont-chronicle	1891-02-05	0
der-deutsche-correspondent	1891-02-25	0
the-sully-county-watchman	1891-01-31	0
bridgeton-pioneer	1891-03-05	0
evening-star	1891-03-21	0
the-helena-independent	1891-01-06	0.0246
the-anaconda-standard	1891-02-01	0.0103
st	1890-12-07	0
the-sun	1891-03-02	0
the-iola-register	1891-01-09	0.0181
weekly-independent	1890-12-07	0
idaho-semi-weekly-world	1891-01-16	0
daily-tobacco-leaf-chronicle	1891-01-27	0.0172
idaho-semi-weekly-world	1891-01-02	0
the-democratic-press	1891-01-07	0
waterbury-evening-democrat	1891-01-27	0.0142
the-roanoke-times	1890-11-18	0
the-sun	1891-03-16	0
the-helena-independent	1891-01-12	0.0288
the-anaconda-standard	1891-02-15	0
the-evening-world	1891-02-20	0
st	1890-12-13	0
santa-fe-daily-new-mexican	1891-01-05	0
asheville-daily-citizen	1891-01-23	0
the-democratic-advocate	1891-02-14	0
waterbury-evening-democrat	1891-01-31	0.0123
daily-tobacco-leaf-chronicle	1891-01-31	0
the-columbia-herald	1891-03-20	0
shenandoah-herald	1890-11-07	0
st	1890-12-05	0
idaho-county-free-press	1891-03-20	0
the-helena-independent	1891-01-04	0.0325
evening-star	1891-03-23	0
elmore-bulletin	1891-03-07	0
der-deutsche-correspondent	1891-02-27	0
santa-fe-daily-new-mexican	1891-01-13	0
asheville-daily-citizen	1891-01-21	0
the-mccook-tribune	1890-11-21	0
santa-fe-daily-new-mexican	1891-01-07	0
st	1890-12-11	0
the-anaconda-standard	1891-02-17	0
the-helena-independent	1891-01-10	0.0286
the-globe-republican	1891-03-25	0
the-sun	1891-03-14	0
connecticut-western-news	1890-11-19	0
richmond-dispatch	1891-02-18	0
the-semi-weekly-tribune	1890-12-27	0
the-wilmington-daily-republican	1890-12-29	0
vermont-phœnix	1891-03-06	0
the-news-herald	1890-12-04	0
asheville-daily-citizen	1891-01-09	0
la-correspondencia-de-puerto-rico	1891-01-05	0
the-caldwell-tribune	1890-12-27	0
la-correspondencia-de-puerto-rico	1891-01-11	0
griggs-courier	1891-02-27	0
the-austin-weekly-statesman	1891-03-12	0
the-cecil-whig	1891-01-10	0
ameryka	1890-12-06	0
the-roanoke-times	1890-11-26	0
waterbury-evening-democrat	1891-01-19	0.0158
the-iola-register	1891-01-23	0
daily-tobacco-leaf-chronicle	1891-01-19	0.0232
the-sun	1891-03-28	0
richmond-dispatch	1891-02-24	0
the-wichita-daily-eagle	1891-02-17	0
the-lebanon-express	1891-03-20	0
alexandria-gazette	1891-02-24	0
ellsworth-american	1891-03-05	0
the-times	1891-01-20	0
new-york-tribune	1891-01-20	0
evening-journal	1890-11-19	0
evening-capital-journal	1891-02-19	0
jamestown-weekly-alert	1891-03-19	0
the-republican-journal	1891-01-29	0
the-morning-call	1891-01-08	0.0239
los-angeles-herald	1890-12-08	0
the-wichita-daily-eagle	1891-02-03	0
the-morning-news	1891-01-18	0.0113
tombstone-daily-prospector	1891-02-19	0
wheeling-sunday-register	1891-03-22	0
dziennik-chicagoski	1891-02-13	0
alexandria-gazette	1891-02-18	0
arizona-weekly-citizen	1891-02-28	0
the-morning-call	1891-01-20	0.0175
daily-yellowstone-journal	1890-12-07	0
the-morning-news	1891-01-30	0
los-angeles-herald	1890-12-20	0
evening-journal	1890-11-25	0
evening-capital-journal	1891-02-25	0
the-daily-state-chronicle	1891-03-17	0
the-republican-journal	1891-01-01	0
virginia-free-press	1891-03-18	0
the-pacific-commercial-advertiser	1890-12-02	0
the-daily-state-chronicle	1891-03-03	0
the-republican-journal	1891-01-15	0
the-forest-republican	1890-12-24	0
the-times	1891-01-08	0
the-pacific-commercial-advertiser	1890-12-16	0
new-york-tribune	1891-01-08	0
the-wheeling-daily-intelligencer	1891-02-27	0
the-magnolia-gazette	1891-01-10	0
juniata-sentinel-and-republican	1891-02-04	0
daily-yellowstone-journal	1890-12-13	0
the-morning-news	1891-01-24	0.0117
tombstone-daily-prospector	1891-02-25	0
freeland-tribune	1890-11-13	0
rock-island-daily-argus	1891-02-27	0
barton-county-democrat	1891-02-26	0
the-salt-lake-herald	1891-03-27	0
the-seattle-post-intelligencer	1891-02-21	0
dziennik-chicagoski	1891-02-07	0
telegram-herald	1891-01-12	0.0194
sullivan-republican	1890-11-21	0
evening-star	1890-12-05	0
the-jasper-weekly-courier	1890-11-14	0
fergus-falls-ugeblad	1890-11-26	0
shepherdstown-register	1891-01-30	0
freie-presse-für-texas	1890-11-20	0
st	1891-03-23	0
the-globe-republican	1890-12-17	0
the-sun	1890-12-26	0
pittsburg-dispatch	1891-02-03	0
the-madison-daily-leader	1891-02-16	0
